Title_x,MACID,SYSID,NameMAC,DescriptionMAC,Status,Duration,Fre,QRCode_x,Modified_x,Created_x,Modified By,Title_y,PLANTID,NameSYS,DescriptionSYS,QRCode_y,Modified_y,Created_y,Title,NameP,AddressP
,135,24,Chiller No.1.1 Máy nén 1 (chiller daikin),,1,45,480,BNP-Cooling Tower và Chiller-Chiller No.1.1Máy nén 1(chiller daikin),8/25/2021 11:58 PM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,2,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,BNP-Cooling Tower và Chiller,8/24/2021 3:49 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
,136,24,Chiller No.1.2 Máy nén 2 (chiller daikin),,1,45,480,BNP-Cooling Tower và Chiller-Chiller No.1.2Máy nén 2(chiller daikin),8/25/2021 11:58 PM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,2,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,BNP-Cooling Tower và Chiller,8/24/2021 3:49 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
,137,24,Chiller No.2 (chiller daikin),,1,45,480,BNP-Cooling Tower và Chiller-Chiller No.2(chiller daikin),8/25/2021 11:58 PM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,2,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,BNP-Cooling Tower và Chiller,8/24/2021 3:49 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
,138,24,Chiller No.2.1 Máy nén 1 (chiller daikin),,1,45,480,BNP-Cooling Tower và Chiller-Chiller No.2.1Máy nén 1(chiller daikin),8/25/2021 11:58 PM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,2,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,BNP-Cooling Tower và Chiller,8/24/2021 3:49 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
,139,24,Chiller No.2.2 Máy nén 2 (chiller daikin),,1,45,480,BNP-Cooling Tower và Chiller-Chiller No.2.2Máy nén 2(chiller daikin),8/25/2021 11:58 PM,7/20/2021 2:27 AM,Hung Pham Truong {SPVB},,2,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,BNP-Cooling Tower và Chiller,8/24/2021 3:49 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
,140,24,Cooling tower,,1,45,240,BNP-Cooling Tower và Chiller-Cooling tower,8/28/2021 1:33 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,2,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,BNP-Cooling Tower và Chiller,8/24/2021 3:49 AM,7/19/2021 8:31 PM,BNP,Bắc Ninh Plant,KCN Bắc Ninh
,141,25,Mycom No.1,,1,60,240,DOP-Hệ thống lạnh NH3-Mycom No.1,9/14/2021 8:23 AM,7/20/2021 2:27 AM,Kim Nguyen Hoang {SPVB - Contractor},,3,NH3,Hệ thống lạnh NH3,DOP-Hệ thống lạnh NH3,9/1/2021 7:18 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,142,25,Mycom No.2,,1,60,240,DOP-Hệ thống lạnh NH3-Mycom No.2,9/14/2021 8:24 AM,7/20/2021 2:27 AM,Kim Nguyen Hoang {SPVB - Contractor},,3,NH3,Hệ thống lạnh NH3,DOP-Hệ thống lạnh NH3,9/1/2021 7:18 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,143,25,Mycom No.3,,1,60,240,DOP-Hệ thống lạnh NH3-Mycom No.3,9/14/2021 8:25 AM,7/20/2021 2:27 AM,Kim Nguyen Hoang {SPVB - Contractor},,3,NH3,Hệ thống lạnh NH3,DOP-Hệ thống lạnh NH3,9/1/2021 7:18 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,144,25,Mycom No.4,,1,60,240,DOP-Hệ thống lạnh NH3-Mycom No.4,9/14/2021 8:26 AM,7/20/2021 2:27 AM,Kim Nguyen Hoang {SPVB - Contractor},,3,NH3,Hệ thống lạnh NH3,DOP-Hệ thống lạnh NH3,9/1/2021 7:18 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,145,25,Mycom No.5,,1,60,240,DOP-Hệ thống lạnh NH3-Mycom No.5,9/14/2021 8:26 AM,7/20/2021 2:27 AM,Kim Nguyen Hoang {SPVB - Contractor},,3,NH3,Hệ thống lạnh NH3,DOP-Hệ thống lạnh NH3,9/1/2021 7:18 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,147,25,Chiller 2 oC,,1,60,240,DOP-Hệ thống lạnh NH3-Chiller 2 oC,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,NH3,Hệ thống lạnh NH3,DOP-Hệ thống lạnh NH3,9/1/2021 7:18 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,148,25,Trạm 2 (Tuần hoàn),,1,60,240,DOP-Hệ thống lạnh NH3-Trạm 2 (Tuần hoàn),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,NH3,Hệ thống lạnh NH3,DOP-Hệ thống lạnh NH3,9/1/2021 7:18 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,149,25,Trạm 3 (AHU),,1,60,240,DOP-Hệ thống lạnh NH3-Trạm 3 (AHU),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,NH3,Hệ thống lạnh NH3,DOP-Hệ thống lạnh NH3,9/1/2021 7:18 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,204,25,Trạm bơm cooling và glycol,,1,60,240,DOP-Hệ thống lạnh NH3-Trạm bơm cooling và glycol,9/13/2021 3:58 PM,9/13/2021 4:17 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,NH3,Hệ thống lạnh NH3,DOP-Hệ thống lạnh NH3,9/1/2021 7:18 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,151,26,Nước cấp vào lò (tần suất 2h),,1,60,120,DOP-Boiler-Nước cấp vào lò (tần suất 2h),9/13/2021 4:03 PM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Boiler,Hệ thống Boiler,DOP-Boiler,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,152,26,E-0607-350D-50-IC-A/S Boiler 01,,1,60,120,DOP-Boiler-E-0607-350D-50-IC-A/S Boiler 01,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Boiler,Hệ thống Boiler,DOP-Boiler,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,153,26,E-0608-350D-50-IC-A/S Boiler 02,,1,60,120,DOP-Boiler-E-0608-350D-50-IC-A/S Boiler 02,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Boiler,Hệ thống Boiler,DOP-Boiler,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,154,26,E-0609-350D-50-IC-A/S Boiler 03,,1,60,120,DOP-Boiler-E-0609-350D-50-IC-A/S Boiler 03,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Boiler,Hệ thống Boiler,DOP-Boiler,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,235,26,Nước cấp vào lò (tần suất 8h),,1,60,480,DOP-Boiler-Nước cấp vào lò (tần suất 8h),9/14/2021 8:37 AM,9/13/2021 4:03 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,Boiler,Hệ thống Boiler,DOP-Boiler,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,236,26,Nước cấp vào lò (tần suất 24h),,1,60,"1,440",DOP-Boiler-Nước cấp vào lò (tần suất 24h),9/14/2021 8:39 AM,9/13/2021 4:03 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,Boiler,Hệ thống Boiler,DOP-Boiler,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,155,27,HP02 CE68B 20G425,,1,60,240,DOP-HP AC-HP02CE68B 20G425,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,HP AC,Hệ thống HP AC,DOP-HP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,156,27,HP01 CE68B 20G425,,1,60,240,DOP-HP AC-HP01CE68B 20G425,9/14/2021 8:46 AM,7/20/2021 2:27 AM,Kim Nguyen Hoang {SPVB - Contractor},,3,HP AC,Hệ thống HP AC,DOP-HP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,157,27,HP03 CE46B 20FH0665,,1,60,240,DOP-HP AC-HP03CE46B 20FH0665,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,HP AC,Hệ thống HP AC,DOP-HP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,158,27,HP04 CE6 20JA1200,,1,60,240,DOP-HP AC-HP04CE6 20JA1200,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,HP AC,Hệ thống HP AC,DOP-HP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,159,27,HP05 CE680B 20HH1199,,1,60,240,DOP-HP AC-HP05 CE680B 20HH1199,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,HP AC,Hệ thống HP AC,DOP-HP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,160,27,HP06 CE6 20J1166,,1,60,240,DOP-HP AC-HP06CE6 20J1166,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,HP AC,Hệ thống HP AC,DOP-HP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,161,27,HP07 CE680B 20HH1974,,1,60,240,DOP-HP AC-HP07CE680B 20HH1974,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,HP AC,Hệ thống HP AC,DOP-HP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,162,28,LP01 IR SM 250 W ,,1,60,240,DOP-LP AC-LP01IR SM 250 W,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,LP AC,Hệ thống LP AC,DOP-LP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,163,28,LP02 Hitachi SDS-IE210 04B513280-1,,1,60,240,DOP-LP AC-LP02Hitachi SDS-IE210 04B513280-1,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,LP AC,Hệ thống LP AC,DOP-LP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,164,28,LP03 Hitachi SDS-IE210 04B513290-1,,1,60,240,DOP-LP AC-LP03Hitachi SDS-IE210 04B513290-1,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,LP AC,Hệ thống LP AC,DOP-LP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,165,28,LP04 IR 300,,1,60,240,DOP-LP AC-LP04 IR 300,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,LP AC,Hệ thống LP AC,DOP-LP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,237,28,Air dryer,,1,60,240,DOP-LP AC-Air dryer,9/14/2021 8:50 AM,9/13/2021 4:05 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,LP AC,Hệ thống LP AC,DOP-LP AC,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,166,29,Evaporizer N0.1,,1,60,240,DOP-CO2 và N2-Evaporizer N0.1,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,CO2 và N2,Hệ thống CO2 và N2,DOP-CO2 và N2-CO2 system,10/7/2021 3:58 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,167,29,Evaporizer N0.2,,1,60,240,DOP-CO2 và N2-Evaporizer N0.2,9/14/2021 8:32 AM,7/20/2021 2:27 AM,Hung Tran Thanh {SPVB - Contractor},,3,CO2 và N2,Hệ thống CO2 và N2,DOP-CO2 và N2-CO2 system,10/7/2021 3:58 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,168,29,Evaporizer N0.3,,1,60,240,DOP-CO2 và N2-Evaporizer N0.3,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,CO2 và N2,Hệ thống CO2 và N2,DOP-CO2 và N2-CO2 system,10/7/2021 3:58 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,170,29,CO2 Tank No.1,,1,60,240,DOP-CO2 và N2-CO2 Tank No.1,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,CO2 và N2,Hệ thống CO2 và N2,DOP-CO2 và N2-CO2 system,10/7/2021 3:58 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,171,29,CO2 Tank No.2,,1,60,240,DOP-CO2 và N2-CO2 Tank No.2,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,CO2 và N2,Hệ thống CO2 và N2,DOP-CO2 và N2-CO2 system,10/7/2021 3:58 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,173,29,Hệ thống N2 (Tank 1),,1,60,240,DOP-CO2 và N2-Hệ thống N2 (Tank 1),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,CO2 và N2,Hệ thống CO2 và N2,DOP-CO2 và N2-CO2 system,10/7/2021 3:58 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,174,29,Hệ thống N2 (Tank 2),,1,60,240,DOP-CO2 và N2-Hệ thống N2 (Tank 2),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,CO2 và N2,Hệ thống CO2 và N2,DOP-CO2 và N2-CO2 system,10/7/2021 3:58 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,175,29,Hệ thống N2 (Tank 3),,1,60,240,DOP-CO2 và N2-Hệ thống N2 (Tank 3),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,CO2 và N2,Hệ thống CO2 và N2,DOP-CO2 và N2-CO2 system,10/7/2021 3:58 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,177,30,NH3 Condensate 1 (chiller 1-2),,1,60,480,DOP-Cooling Tower và Chiller-NH3 Condensate 1 (chiller 1-2),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,178,30,NH3 Condensate 2  (chiller 1-2),,1,60,480,DOP-Cooling Tower và Chiller-NH3 Condensate 2  (chiller 1-2),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,179,30,NH3 Condensate 3  (chiller 1-2),,1,60,480,DOP-Cooling Tower và Chiller-NH3 Condensate 3  (chiller 1-2),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,180,30,Cooling tower 4,,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 4,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,181,30,Cooling tower 5,,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 5,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,182,30,Cooling tower 6 (AF1),,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 6 (AF1),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,183,30,Cooling tower 7 (AF2),,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 7 (AF2),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,184,30,Cooling tower 8 (AF3),,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 8 (AF3),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,185,30,Cooling tower 9,,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 9,8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,186,30,NH3 Condensate 3 (chiller 3-5),,1,60,480,DOP-Cooling Tower và Chiller-NH3 Condensate 3 (chiller 3-5),9/13/2021 7:17 AM,7/20/2021 2:27 AM,Hung Tran Thanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,187,30,NH3 Condensate 4 (chiller 3-5),,1,60,480,DOP-Cooling Tower và Chiller-NH3 Condensate 4 (chiller 3-5),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,188,30,Cooling tower 10 (AF7),,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 10 (AF7),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,189,30,Cooling tower 11 (AF4),,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 11 (AF4),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,190,30,Cooling tower 12 (AF5),,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 12 (AF5),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,191,30,Cooling tower 12 (AF6),,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 12 (AF6),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,192,30,Cooling tower 13 (IR300),,1,60,480,DOP-Cooling Tower và Chiller-Cooling tower 13 (IR300),8/28/2021 3:46 AM,7/20/2021 2:27 AM,Tien Truong ThiHanh {SPVB - Contractor},,3,Cooling Tower và Chiller,Hệ thống lạnh Cooling Tower và Chiller,DOP-Cooling Tower và Chiller,7/23/2021 7:48 AM,7/19/2021 8:31 PM,DOP,Dong Nai Plant,Đồng Nai 
,205,49,Hệ thống làm mềm nước 1,,1,60,240,DOP-Hệ làm mềm nước-Hệ thống làm mềm nước 1,9/15/2021 2:11 AM,9/13/2021 12:34 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,Hệ làm mềm nước,Hệ làm mềm nước,DOP-Hệ làm mềm nước,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
,206,49,Chế độ tái sinh của hệ thống làm mềm nước 1,,1,60,240,DOP-Hệ làm mềm nước-Chế độ tái sinh của hệ thống làm mềm nước 1,9/15/2021 2:11 AM,9/13/2021 12:34 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,Hệ làm mềm nước,Hệ làm mềm nước,DOP-Hệ làm mềm nước,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
,207,49,Hệ thống làm mềm nước 2,,1,60,240,DOP-Hệ làm mềm nước-Hệ thống làm mềm nước 2,9/15/2021 2:11 AM,9/13/2021 12:34 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,Hệ làm mềm nước,Hệ làm mềm nước,DOP-Hệ làm mềm nước,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
,208,49,Chế độ tái sinh của hệ thống làm mềm nước 2,,1,60,240,DOP-Hệ làm mềm nước-Chế độ tái sinh của hệ thống làm mềm nước 2,9/15/2021 2:11 AM,9/13/2021 12:34 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,Hệ làm mềm nước,Hệ làm mềm nước,DOP-Hệ làm mềm nước,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
3,209,50,AHU 01 (T),,1,60,480,DOP-AHU-AHU 01 (T),9/15/2021 2:07 AM,9/13/2021 12:34 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,AHU,Hệ thống điều hòa trung tâm,DOP-AHU,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
3,210,50,AHU 01.1 (T),,1,60,480,DOP-AHU-AHU 01.1 (T),9/15/2021 2:08 AM,9/13/2021 12:34 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,AHU,Hệ thống điều hòa trung tâm,DOP-AHU,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
3,211,50,AHU 03 (BLOW-T),,1,60,480,DOP-AHU-AHU 03 (BLOW-T),9/15/2021 2:08 AM,9/13/2021 12:35 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,AHU,Hệ thống điều hòa trung tâm,DOP-AHU,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
3,212,50,AHU 02 (CAN),,1,60,480,DOP-AHU-AHU 02 (CAN),9/15/2021 2:08 AM,9/13/2021 12:35 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,AHU,Hệ thống điều hòa trung tâm,DOP-AHU,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
3,213,50,PAU 02 (CO2),,1,60,480,DOP-AHU-PAU 02 (CO2),9/15/2021 2:08 AM,9/13/2021 12:35 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,AHU,Hệ thống điều hòa trung tâm,DOP-AHU,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
3,214,50,AHU 04 (SYRUP 1),,1,60,480,DOP-AHU-AHU 04 (SYRUP 1),9/15/2021 2:08 AM,9/13/2021 12:35 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,AHU,Hệ thống điều hòa trung tâm,DOP-AHU,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
3,215,50,AHU 06 (FILL-W),,1,60,480,DOP-AHU-AHU 06 (FILL-W),9/15/2021 2:08 AM,9/13/2021 12:35 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,AHU,Hệ thống điều hòa trung tâm,DOP-AHU,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
3,216,50,AHU 06 (PRE-W),,1,60,480,DOP-AHU-AHU 06 (PRE-W),9/15/2021 2:08 AM,9/13/2021 12:35 PM,Kim Nguyen Hoang {SPVB - Contractor},,3,AHU,Hệ thống điều hòa trung tâm,DOP-AHU,9/15/2021 2:12 AM,9/13/2021 12:27 PM,DOP,Dong Nai Plant,Đồng Nai 
